District,Season,Soil_Type,N,P,K,Soil_pH,Temperature,Humidity,Rainfall,Crop
Nashik,Kharif,Loamy,63.0,37.0,60.0,7.1,29.88,34.83,107.2,Onion
Pune,Zaid,Black,71.0,36.0,55.0,7.11,20.31,58.71,95.87,Vegetables
Solapur,Rabi,Black,55.0,32.0,61.0,7.9,26.34,68.66,62.75,Jowar
Nashik,Zaid,Loamy,61.0,36.0,56.0,6.89,29.31,39.36,93.69,Vegetables
Pune,Zaid,Black,70.0,43.0,54.0,7.09,21.63,55.97,107.03,Vegetables
Pune,Kharif,Black,78.0,37.0,55.0,6.82,21.58,62.98,126.51,Rice
Nashik,Zaid,Loamy,59.0,35.0,57.0,6.78,27.56,36.9,101.66,Vegetables
Nashik,Zaid,Loamy,64.0,38.0,54.0,6.75,30.9,29.85,112.32,Vegetables
Solapur,Kharif,Black,48.0,36.0,63.0,7.79,27.56,79.61,90.63,Bajra
Nashik,Zaid,Loamy,63.0,36.0,54.0,6.8,29.87,42.07,103.14,Vegetables
Solapur,Zaid,Black,58.0,34.0,57.0,7.55,27.99,74.84,72.55,Fodder
Pune,Rabi,Black,78.0,39.0,50.0,7.02,19.53,65.68,128.82,Wheat
Nashik,Rabi,Loamy,67.0,39.0,57.0,7.01,28.19,42.02,84.44,Gram
Pune,Kharif,Black,77.0,42.0,55.0,6.65,20.62,64.96,90.96,Rice
Solapur,Rabi,Black,56.0,33.0,62.0,7.74,26.78,78.37,79.82,Jowar
Solapur,Rabi,Black,50.0,36.0,57.0,7.84,27.28,71.26,63.99,Jowar
Pune,Kharif,Black,78.0,40.0,51.0,7.12,18.94,58.55,110.64,Rice
Solapur,Rabi,Black,55.0,37.0,59.0,7.72,27.81,64.41,54.91,Jowar
Nashik,Rabi,Loamy,60.0,37.0,54.0,7.12,28.75,37.34,103.24,Gram
Pune,Rabi,Black,73.0,37.0,55.0,6.89,21.16,58.85,127.09,Wheat
Solapur,Kharif,Black,51.0,35.0,59.0,8.01,26.85,63.94,71.53,Bajra
Pune,Zaid,Black,77.0,38.0,54.0,7.42,20.34,63.86,92.18,Vegetables
Solapur,Zaid,Black,58.0,35.0,56.0,7.5,26.08,66.87,64.01,Fodder
Nashik,Kharif,Loamy,63.0,35.0,57.0,7.03,27.51,37.93,93.56,Onion
Pune,Zaid,Black,69.0,37.0,54.0,6.65,20.16,55.31,123.69,Vegetables
Pune,Kharif,Black,77.0,38.0,53.0,6.99,21.41,65.22,88.89,Rice
Nashik,Kharif,Loamy,63.0,38.0,59.0,6.41,29.66,37.8,101.28,Onion
Pune,Rabi,Black,71.0,36.0,55.0,7.05,20.52,66.82,109.08,Wheat
Pune,Rabi,Black,76.0,42.0,54.0,7.06,20.44,55.61,118.07,Wheat
Solapur,Zaid,Black,49.0,35.0,57.0,7.97,25.43,68.91,56.18,Fodder
Pune,Kharif,Black,75.0,40.0,53.0,6.84,19.86,59.0,128.72,Rice
Nashik,Kharif,Loamy,68.0,33.0,58.0,7.08,28.03,32.01,83.97,Onion
Nashik,Zaid,Loamy,65.0,36.0,58.0,6.71,29.86,38.09,78.41,Vegetables
Solapur,Rabi,Black,53.0,34.0,58.0,7.81,26.55,67.6,74.14,Jowar
Solapur,Zaid,Black,57.0,36.0,58.0,7.81,29.06,75.35,80.51,Fodder
Solapur,Rabi,Black,57.0,32.0,63.0,8.1,25.28,65.33,73.12,Jowar
Solapur,Kharif,Black,55.0,36.0,56.0,7.52,25.69,64.55,61.19,Bajra
Pune,Rabi,Black,74.0,38.0,58.0,6.99,21.4,69.17,105.04,Wheat
Nashik,Zaid,Loamy,66.0,41.0,54.0,6.65,27.73,29.15,111.01,Vegetables
Pune,Rabi,Black,73.0,40.0,56.0,7.2,21.25,63.69,107.59,Wheat
Solapur,Zaid,Black,51.0,34.0,58.0,7.66,27.66,65.14,76.28,Fodder
Solapur,Kharif,Black,55.0,37.0,60.0,7.62,27.27,64.16,57.81,Bajra
Solapur,Zaid,Black,51.0,33.0,56.0,7.85,25.4,60.12,89.09,Fodder
Pune,Zaid,Black,73.0,42.0,53.0,7.08,21.31,62.18,122.04,Vegetables
Pune,Rabi,Black,77.0,43.0,53.0,6.93,21.3,57.87,100.27,Wheat
Nashik,Zaid,Loamy,66.0,37.0,58.0,6.87,30.54,32.36,79.51,Vegetables
Nashik,Kharif,Loamy,70.0,36.0,57.0,6.68,29.64,33.25,86.79,Onion
Solapur,Rabi,Black,53.0,33.0,57.0,7.83,28.14,66.34,86.34,Jowar
Nashik,Rabi,Loamy,63.0,33.0,59.0,6.46,27.5,39.51,79.9,Gram
Nashik,Rabi,Loamy,64.0,40.0,59.0,7.09,29.65,26.11,87.93,Gram
Pune,Rabi,Black,75.0,41.0,55.0,7.11,19.0,68.37,119.02,Wheat
Solapur,Kharif,Black,57.0,36.0,55.0,7.5,27.95,68.82,71.11,Bajra
Solapur,Kharif,Black,51.0,33.0,60.0,8.02,24.81,77.14,59.04,Bajra
Solapur,Kharif,Black,51.0,33.0,59.0,7.54,27.12,68.09,86.25,Bajra
Pune,Rabi,Black,72.0,35.0,52.0,7.11,21.26,56.96,85.86,Wheat
Solapur,Kharif,Black,56.0,34.0,61.0,8.12,26.04,69.63,80.57,Bajra
Pune,Rabi,Black,74.0,38.0,51.0,6.82,20.03,56.54,110.46,Wheat
Pune,Rabi,Black,74.0,38.0,52.0,7.04,19.7,63.63,107.51,Wheat
Nashik,Rabi,Loamy,67.0,34.0,60.0,6.72,28.08,25.67,102.39,Gram
Pune,Kharif,Black,70.0,42.0,54.0,7.16,22.06,63.31,114.93,Rice
Nashik,Rabi,Loamy,59.0,34.0,61.0,6.71,29.12,35.14,102.98,Gram
Solapur,Zaid,Black,53.0,32.0,55.0,8.04,28.36,70.21,73.83,Fodder
Nashik,Zaid,Loamy,63.0,39.0,55.0,6.78,28.64,28.48,100.81,Vegetables
Solapur,Kharif,Black,55.0,35.0,56.0,7.83,27.24,58.11,65.28,Bajra
Solapur,Rabi,Black,56.0,35.0,59.0,7.36,27.78,74.79,53.67,Jowar
Nashik,Rabi,Loamy,66.0,34.0,58.0,6.74,28.37,37.89,80.44,Gram
Nashik,Rabi,Loamy,60.0,38.0,60.0,7.05,29.2,33.53,89.73,Gram
Solapur,Kharif,Black,58.0,34.0,60.0,7.87,27.88,60.77,96.76,Bajra
Solapur,Kharif,Black,52.0,31.0,62.0,7.48,26.99,76.64,70.55,Bajra
Nashik,Rabi,Loamy,61.0,40.0,53.0,6.77,28.32,25.99,98.17,Gram
Solapur,Kharif,Black,56.0,33.0,57.0,7.86,28.14,62.64,69.04,Bajra
Pune,Rabi,Black,72.0,37.0,56.0,6.96,21.35,60.19,117.63,Wheat
Solapur,Kharif,Black,55.0,37.0,61.0,7.72,26.1,75.55,71.31,Bajra
Nashik,Kharif,Loamy,68.0,40.0,57.0,7.04,28.43,28.34,79.52,Onion
Nashik,Kharif,Loamy,62.0,33.0,54.0,6.75,29.25,32.93,104.52,Onion
Solapur,Zaid,Black,54.0,31.0,59.0,8.26,27.67,67.16,82.09,Fodder
Pune,Zaid,Black,78.0,36.0,56.0,7.22,19.88,64.26,92.77,Vegetables
Pune,Zaid,Black,73.0,39.0,54.0,6.98,19.77,63.21,123.88,Vegetables
Nashik,Zaid,Loamy,65.0,38.0,58.0,6.64,29.55,34.91,107.94,Vegetables
Solapur,Kharif,Black,53.0,31.0,60.0,7.44,27.79,67.06,76.42,Bajra
Pune,Rabi,Black,75.0,39.0,54.0,7.04,20.97,68.19,98.7,Wheat
Pune,Kharif,Black,76.0,37.0,55.0,6.6,21.99,56.53,98.8,Rice
Pune,Kharif,Black,77.0,43.0,52.0,7.32,21.13,52.7,104.94,Rice
Solapur,Zaid,Black,55.0,36.0,62.0,7.57,26.6,69.76,59.52,Fodder
Nashik,Rabi,Loamy,61.0,37.0,60.0,6.69,27.01,41.44,91.04,Gram
Pune,Kharif,Black,71.0,41.0,52.0,6.95,19.9,54.91,112.45,Rice
Pune,Rabi,Black,77.0,40.0,53.0,7.14,19.44,56.04,87.21,Wheat
Pune,Zaid,Black,77.0,38.0,50.0,6.59,18.34,61.52,117.01,Vegetables
Pune,Kharif,Black,70.0,40.0,52.0,7.31,18.62,59.8,97.78,Rice
Pune,Zaid,Black,76.0,38.0,54.0,6.99,21.41,63.3,125.27,Vegetables
Nashik,Kharif,Loamy,61.0,41.0,57.0,6.7,28.31,38.07,90.35,Onion
Nashik,Zaid,Loamy,61.0,38.0,57.0,6.6,29.28,40.78,85.14,Vegetables
Solapur,Rabi,Black,54.0,34.0,56.0,7.71,26.37,72.72,75.23,Jowar
Solapur,Rabi,Black,53.0,33.0,57.0,7.45,26.58,67.63,65.41,Jowar
Solapur,Kharif,Black,49.0,35.0,62.0,7.95,27.77,69.98,69.18,Bajra
Nashik,Kharif,Loamy,61.0,37.0,55.0,6.93,27.92,39.97,100.61,Onion
Nashik,Rabi,Loamy,62.0,34.0,55.0,7.05,28.08,42.62,92.3,Gram
Solapur,Rabi,Black,57.0,33.0,58.0,7.81,25.9,70.55,84.98,Jowar
Solapur,Kharif,Black,53.0,30.0,58.0,7.55,28.48,75.18,82.54,Bajra
Pune,Rabi,Black,71.0,42.0,55.0,6.79,20.65,60.19,120.23,Wheat
Nashik,Kharif,Loamy,67.0,39.0,56.0,6.79,30.66,42.09,98.13,Onion
Nashik,Rabi,Loamy,69.0,38.0,60.0,6.72,29.13,43.42,104.55,Gram
Solapur,Rabi,Black,57.0,32.0,60.0,7.41,26.57,71.78,58.05,Jowar
Nashik,Rabi,Loamy,64.0,36.0,55.0,7.01,28.38,35.15,115.12,Gram
Solapur,Rabi,Black,50.0,31.0,60.0,7.52,28.73,64.43,74.99,Jowar
Solapur,Zaid,Black,51.0,34.0,57.0,8.08,26.29,68.06,84.48,Fodder
Pune,Zaid,Black,70.0,39.0,54.0,7.1,21.17,64.37,102.54,Vegetables
Nashik,Kharif,Loamy,61.0,36.0,56.0,6.92,29.06,30.49,87.72,Onion
Nashik,Rabi,Loamy,68.0,36.0,59.0,6.85,27.66,30.9,96.49,Gram
Solapur,Kharif,Black,52.0,31.0,56.0,7.73,28.31,74.67,65.99,Bajra
Solapur,Zaid,Black,48.0,34.0,56.0,8.09,26.4,72.12,67.2,Fodder
Solapur,Kharif,Black,58.0,34.0,58.0,7.58,26.18,65.2,66.52,Bajra
Pune,Zaid,Black,76.0,41.0,57.0,6.82,21.41,50.86,106.39,Vegetables
Pune,Kharif,Black,78.0,41.0,54.0,7.17,20.67,53.67,108.44,Rice
Solapur,Kharif,Black,49.0,33.0,56.0,7.49,27.79,66.26,86.3,Bajra
Solapur,Zaid,Black,55.0,31.0,61.0,7.68,25.96,72.08,78.54,Fodder
Solapur,Kharif,Black,48.0,35.0,57.0,7.57,27.22,66.94,73.47,Bajra
Solapur,Zaid,Black,54.0,35.0,57.0,8.06,25.22,58.4,68.5,Fodder
Pune,Kharif,Black,74.0,38.0,52.0,6.88,19.72,63.01,103.21,Rice
Solapur,Zaid,Black,52.0,32.0,60.0,7.91,26.91,61.48,83.64,Fodder
Pune,Zaid,Black,80.0,36.0,56.0,7.34,22.21,56.27,99.74,Vegetables
Nashik,Zaid,Loamy,65.0,38.0,56.0,6.56,28.58,31.6,93.76,Vegetables
Solapur,Kharif,Black,56.0,33.0,61.0,7.94,27.3,71.07,73.31,Bajra
Pune,Rabi,Black,72.0,40.0,51.0,7.4,19.86,67.44,125.51,Wheat
Nashik,Rabi,Loamy,63.0,34.0,57.0,6.89,27.65,34.4,99.61,Gram
Pune,Zaid,Black,73.0,41.0,51.0,7.03,20.58,65.18,121.69,Vegetables
Pune,Rabi,Black,74.0,41.0,50.0,7.01,19.08,66.29,99.56,Wheat
Solapur,Zaid,Black,49.0,35.0,62.0,8.25,27.39,61.26,81.18,Fodder
Pune,Rabi,Black,74.0,37.0,53.0,7.34,21.13,60.66,111.42,Wheat
Solapur,Zaid,Black,55.0,33.0,56.0,7.57,27.18,69.89,90.9,Fodder
Nashik,Rabi,Loamy,60.0,40.0,55.0,6.96,29.2,28.03,95.36,Gram
Pune,Kharif,Black,77.0,41.0,52.0,7.04,19.63,56.82,89.03,Rice
Solapur,Rabi,Black,54.0,33.0,58.0,7.95,25.43,76.55,81.13,Jowar
Pune,Zaid,Black,77.0,42.0,55.0,6.85,19.53,66.05,106.13,Vegetables
Nashik,Kharif,Loamy,65.0,38.0,59.0,6.73,27.66,33.35,92.88,Onion
Nashik,Rabi,Loamy,62.0,40.0,56.0,7.1,30.44,35.11,118.0,Gram
Pune,Rabi,Black,74.0,36.0,57.0,6.88,20.07,60.86,113.33,Wheat
Nashik,Rabi,Loamy,65.0,38.0,58.0,6.98,28.7,37.53,86.01,Gram
Pune,Rabi,Black,74.0,38.0,55.0,6.77,21.27,62.76,107.04,Wheat
Pune,Zaid,Black,75.0,41.0,56.0,6.99,21.33,66.77,110.87,Vegetables
Nashik,Zaid,Loamy,61.0,36.0,60.0,6.47,28.66,39.91,94.78,Vegetables
Solapur,Zaid,Black,56.0,33.0,57.0,7.44,28.01,75.86,54.11,Fodder
Solapur,Rabi,Black,50.0,36.0,57.0,7.96,27.82,67.59,77.89,Jowar
Pune,Kharif,Black,70.0,38.0,54.0,6.99,21.57,59.33,121.25,Rice
Pune,Zaid,Black,76.0,40.0,53.0,7.09,18.09,62.43,101.3,Vegetables
Pune,Kharif,Black,72.0,38.0,56.0,6.74,21.91,67.17,111.45,Rice
Nashik,Kharif,Loamy,63.0,39.0,55.0,6.9,30.34,33.68,93.09,Onion
Nashik,Zaid,Loamy,62.0,37.0,56.0,6.55,27.91,38.73,91.45,Vegetables
Nashik,Rabi,Loamy,64.0,35.0,55.0,6.53,29.76,34.15,81.16,Gram
Nashik,Rabi,Loamy,66.0,38.0,56.0,6.8,28.79,35.69,96.94,Gram
Nashik,Rabi,Loamy,59.0,39.0,55.0,6.46,29.09,40.71,84.87,Gram
Solapur,Kharif,Black,53.0,30.0,59.0,7.55,29.41,74.88,77.99,Bajra
Nashik,Kharif,Loamy,66.0,37.0,55.0,6.87,29.17,34.01,100.04,Onion
Solapur,Kharif,Black,54.0,33.0,59.0,7.77,27.06,71.7,86.38,Bajra
Nashik,Rabi,Loamy,62.0,33.0,53.0,6.79,28.85,31.46,106.92,Gram
Pune,Zaid,Black,77.0,43.0,53.0,6.7,18.81,63.19,116.92,Vegetables
Nashik,Rabi,Loamy,61.0,34.0,57.0,6.63,28.04,37.16,118.94,Gram
Solapur,Zaid,Black,56.0,33.0,62.0,7.65,26.86,70.25,77.32,Fodder
Solapur,Zaid,Black,53.0,34.0,61.0,7.78,28.33,70.64,74.86,Fodder
Nashik,Kharif,Loamy,64.0,41.0,56.0,6.89,27.54,30.3,101.25,Onion
Solapur,Rabi,Black,51.0,34.0,57.0,7.96,26.28,59.67,64.39,Jowar
Nashik,Kharif,Loamy,63.0,35.0,56.0,6.61,28.86,37.55,86.14,Onion
Solapur,Zaid,Black,52.0,35.0,61.0,7.38,25.17,66.09,70.75,Fodder
Nashik,Rabi,Loamy,68.0,40.0,58.0,7.15,27.56,26.37,86.08,Gram
Nashik,Zaid,Loamy,61.0,36.0,58.0,6.57,27.09,33.57,102.8,Vegetables
Pune,Zaid,Black,76.0,36.0,58.0,7.27,20.76,65.81,114.23,Vegetables
Pune,Rabi,Black,79.0,38.0,56.0,7.35,19.75,61.49,127.4,Wheat
Pune,Kharif,Black,71.0,36.0,50.0,6.78,21.59,60.44,104.57,Rice
Pune,Zaid,Black,72.0,39.0,51.0,7.15,21.05,59.95,119.44,Vegetables
Pune,Rabi,Black,75.0,39.0,56.0,7.15,21.06,63.76,114.37,Wheat
Pune,Rabi,Black,76.0,41.0,51.0,7.05,21.03,59.75,96.71,Wheat
Pune,Rabi,Black,69.0,39.0,50.0,6.61,19.62,71.59,102.37,Wheat
Pune,Zaid,Black,75.0,41.0,53.0,7.45,20.17,62.99,106.54,Vegetables
Nashik,Zaid,Loamy,63.0,40.0,55.0,6.84,28.32,31.2,110.09,Vegetables
Nashik,Rabi,Loamy,68.0,37.0,60.0,7.25,28.43,30.88,76.08,Gram
Solapur,Rabi,Black,49.0,36.0,61.0,7.66,28.9,68.25,67.31,Jowar
Solapur,Kharif,Black,53.0,36.0,59.0,7.47,26.77,63.17,77.95,Bajra
Nashik,Kharif,Loamy,64.0,35.0,58.0,6.86,29.65,40.69,88.6,Onion
Pune,Zaid,Black,72.0,40.0,53.0,7.11,20.93,68.52,116.62,Vegetables
Nashik,Zaid,Loamy,61.0,38.0,58.0,6.38,27.59,34.34,88.9,Vegetables
Nashik,Rabi,Loamy,67.0,38.0,53.0,6.7,29.29,36.92,95.04,Gram
Solapur,Rabi,Black,55.0,36.0,59.0,7.85,27.85,70.57,79.94,Jowar
Nashik,Kharif,Loamy,62.0,40.0,61.0,6.92,29.55,24.86,71.07,Onion
Pune,Kharif,Black,75.0,38.0,56.0,6.82,19.83,61.55,107.83,Rice
Nashik,Kharif,Loamy,67.0,37.0,57.0,6.69,29.19,32.38,110.21,Onion
Nashik,Zaid,Loamy,64.0,41.0,57.0,6.63,29.79,37.76,87.05,Vegetables
Nashik,Rabi,Loamy,64.0,38.0,59.0,6.97,28.59,32.77,97.83,Gram
Pune,Rabi,Black,78.0,41.0,55.0,6.77,19.26,61.6,106.04,Wheat
Solapur,Rabi,Black,55.0,35.0,59.0,8.16,28.75,68.28,75.77,Jowar
Solapur,Rabi,Black,53.0,31.0,58.0,7.75,26.9,64.49,65.35,Jowar
Pune,Zaid,Black,72.0,40.0,54.0,7.04,19.5,63.28,126.04,Vegetables
Nashik,Kharif,Loamy,62.0,34.0,56.0,6.86,29.62,37.43,97.58,Onion
Solapur,Kharif,Black,51.0,31.0,61.0,7.72,27.85,71.77,72.92,Bajra
Solapur,Kharif,Black,50.0,37.0,59.0,8.04,27.85,67.73,64.47,Bajra
Pune,Rabi,Black,77.0,43.0,55.0,6.92,20.68,62.32,119.58,Wheat
Pune,Kharif,Black,75.0,38.0,53.0,7.22,20.35,59.12,120.36,Rice
Pune,Rabi,Black,76.0,39.0,54.0,7.06,21.68,61.2,109.58,Wheat
Nashik,Kharif,Loamy,64.0,40.0,58.0,7.15,28.0,33.74,77.56,Onion
Pune,Zaid,Black,71.0,37.0,55.0,7.16,21.87,64.49,112.01,Vegetables
Nashik,Zaid,Loamy,59.0,39.0,55.0,6.89,28.73,33.7,99.74,Vegetables
Pune,Kharif,Black,76.0,41.0,54.0,6.86,20.39,56.67,114.83,Rice
Pune,Kharif,Black,73.0,41.0,54.0,6.9,20.45,62.92,107.96,Rice
Nashik,Zaid,Loamy,66.0,41.0,55.0,6.93,27.6,34.89,108.72,Vegetables
Nashik,Zaid,Loamy,67.0,35.0,56.0,7.16,29.07,35.59,103.67,Vegetables
Pune,Kharif,Black,72.0,40.0,50.0,7.04,20.02,55.58,104.96,Rice
Nashik,Kharif,Loamy,69.0,38.0,61.0,6.57,29.57,35.87,103.81,Onion
Pune,Rabi,Black,74.0,36.0,53.0,6.88,19.81,56.47,106.67,Wheat
Solapur,Rabi,Black,53.0,35.0,60.0,7.74,27.5,74.28,66.98,Jowar
Solapur,Zaid,Black,52.0,36.0,59.0,7.39,26.47,63.8,93.14,Fodder
Solapur,Rabi,Black,55.0,37.0,56.0,7.76,25.53,58.32,92.95,Jowar
Nashik,Rabi,Loamy,64.0,34.0,54.0,7.02,30.86,33.43,99.09,Gram
Solapur,Rabi,Black,60.0,34.0,60.0,7.92,27.37,72.02,70.97,Jowar
Solapur,Kharif,Black,55.0,35.0,62.0,7.87,28.48,62.46,57.41,Bajra
Solapur,Zaid,Black,51.0,32.0,60.0,7.96,26.61,57.97,93.23,Fodder
Pune,Rabi,Black,78.0,41.0,52.0,7.18,20.28,65.23,106.73,Wheat
Pune,Rabi,Black,72.0,38.0,54.0,6.63,20.27,66.83,116.79,Wheat
Solapur,Kharif,Black,54.0,32.0,57.0,7.93,29.08,65.99,91.07,Bajra
Nashik,Zaid,Loamy,64.0,36.0,57.0,6.65,29.31,43.94,90.92,Vegetables
Solapur,Kharif,Black,55.0,32.0,59.0,8.01,27.44,63.64,55.05,Bajra
Pune,Kharif,Black,69.0,41.0,55.0,7.19,19.86,66.14,130.51,Rice
Solapur,Kharif,Black,52.0,33.0,62.0,7.9,27.12,74.52,62.22,Bajra
Nashik,Zaid,Loamy,67.0,33.0,60.0,7.1,30.08,28.31,99.47,Vegetables
Nashik,Kharif,Loamy,64.0,37.0,57.0,6.4,27.82,35.3,87.01,Onion
Nashik,Kharif,Loamy,65.0,37.0,61.0,6.78,29.01,36.56,103.5,Onion
Pune,Zaid,Black,72.0,41.0,50.0,6.56,19.26,64.38,123.88,Vegetables
Solapur,Kharif,Black,57.0,35.0,62.0,7.55,25.7,72.13,75.78,Bajra
Solapur,Kharif,Black,53.0,34.0,56.0,7.54,26.34,79.46,86.18,Bajra
Solapur,Kharif,Black,58.0,33.0,60.0,7.42,27.93,73.79,87.16,Bajra
Nashik,Kharif,Loamy,63.0,38.0,58.0,7.04,30.02,36.54,115.42,Onion
Solapur,Kharif,Black,53.0,35.0,57.0,7.71,28.8,67.58,87.87,Bajra
Solapur,Rabi,Black,59.0,31.0,62.0,8.09,26.81,71.85,88.34,Jowar
Nashik,Zaid,Loamy,62.0,37.0,56.0,6.84,28.11,32.23,84.01,Vegetables
Pune,Rabi,Black,72.0,40.0,56.0,6.96,19.65,66.19,121.52,Wheat
Pune,Zaid,Black,80.0,40.0,52.0,7.14,19.98,63.27,105.22,Vegetables
Nashik,Rabi,Loamy,62.0,34.0,57.0,6.86,27.07,36.61,111.24,Gram
Nashik,Kharif,Loamy,58.0,40.0,60.0,7.3,28.76,35.33,101.24,Onion
Pune,Rabi,Black,70.0,40.0,52.0,6.98,20.9,57.52,127.69,Wheat
Solapur,Kharif,Black,51.0,30.0,59.0,7.53,24.66,77.6,71.6,Bajra
Nashik,Zaid,Loamy,65.0,35.0,60.0,6.98,27.32,33.97,98.0,Vegetables
Pune,Rabi,Black,73.0,38.0,54.0,7.15,20.99,73.14,120.47,Wheat
Solapur,Zaid,Black,48.0,36.0,58.0,7.61,25.2,74.42,74.09,Fodder
Solapur,Zaid,Black,48.0,31.0,58.0,7.81,27.99,68.44,89.73,Fodder
Solapur,Zaid,Black,54.0,31.0,58.0,7.45,28.03,64.87,63.8,Fodder
Nashik,Rabi,Loamy,61.0,33.0,53.0,6.97,29.9,43.01,88.72,Gram
Solapur,Zaid,Black,56.0,30.0,60.0,8.05,26.56,61.4,76.89,Fodder
Nashik,Rabi,Loamy,60.0,38.0,57.0,6.69,28.64,35.55,110.03,Gram
Solapur,Kharif,Black,53.0,36.0,60.0,7.7,27.79,62.36,72.04,Bajra
Pune,Zaid,Black,69.0,40.0,52.0,7.36,20.18,67.95,102.82,Vegetables
Nashik,Zaid,Loamy,66.0,37.0,58.0,6.71,27.11,40.04,95.74,Vegetables
Pune,Zaid,Black,76.0,42.0,57.0,6.74,19.8,59.69,108.5,Vegetables
Nashik,Rabi,Loamy,65.0,36.0,54.0,6.5,27.76,28.11,89.13,Gram
Solapur,Kharif,Black,53.0,32.0,61.0,8.03,25.89,65.38,81.77,Bajra
Nashik,Rabi,Loamy,68.0,38.0,58.0,6.78,29.26,35.82,100.33,Gram
Pune,Rabi,Black,78.0,36.0,55.0,7.06,20.17,63.13,116.17,Wheat
Nashik,Rabi,Loamy,62.0,38.0,60.0,6.71,29.05,41.29,81.28,Gram
Solapur,Kharif,Black,56.0,33.0,62.0,7.73,27.25,63.21,80.69,Bajra
Solapur,Kharif,Black,52.0,36.0,58.0,8.1,26.1,65.44,81.11,Bajra
Nashik,Zaid,Loamy,61.0,33.0,59.0,6.7,28.67,33.21,96.77,Vegetables
Pune,Zaid,Black,76.0,40.0,56.0,7.19,20.65,58.41,116.23,Vegetables
Pune,Zaid,Black,75.0,39.0,55.0,7.13,20.56,66.21,99.65,Vegetables
Nashik,Kharif,Loamy,68.0,35.0,58.0,6.85,28.85,26.44,92.34,Onion
Nashik,Rabi,Loamy,67.0,40.0,57.0,6.87,28.85,33.01,87.33,Gram
Solapur,Rabi,Black,57.0,32.0,58.0,7.34,27.26,70.67,76.36,Jowar
Pune,Kharif,Black,74.0,37.0,56.0,6.67,19.66,66.62,118.14,Rice
Nashik,Rabi,Loamy,67.0,38.0,56.0,6.85,27.38,30.55,78.98,Gram
Solapur,Rabi,Black,56.0,32.0,57.0,7.79,26.84,66.74,69.44,Jowar
Solapur,Rabi,Black,57.0,30.0,59.0,7.91,26.64,76.47,63.28,Jowar
Pune,Zaid,Black,74.0,41.0,52.0,6.96,21.03,54.28,114.46,Vegetables
Pune,Kharif,Black,73.0,39.0,54.0,7.17,22.28,65.9,98.9,Rice
Solapur,Rabi,Black,54.0,32.0,58.0,7.86,28.59,67.21,64.03,Jowar
Pune,Zaid,Black,75.0,40.0,55.0,7.24,20.3,62.99,89.94,Vegetables
Pune,Kharif,Black,74.0,41.0,55.0,6.61,20.42,64.25,123.67,Rice
Solapur,Zaid,Black,58.0,35.0,59.0,7.57,26.77,62.86,74.12,Fodder
Solapur,Rabi,Black,57.0,35.0,57.0,7.5,26.57,71.72,79.64,Jowar
Nashik,Rabi,Loamy,65.0,35.0,57.0,6.77,30.0,39.99,110.46,Gram
Solapur,Zaid,Black,54.0,32.0,55.0,7.92,26.62,75.42,64.94,Fodder
Solapur,Zaid,Black,52.0,34.0,60.0,8.06,26.73,73.77,94.88,Fodder
Nashik,Zaid,Loamy,64.0,34.0,59.0,6.87,28.73,34.31,93.96,Vegetables
Pune,Rabi,Black,75.0,37.0,56.0,6.74,21.38,61.88,125.81,Wheat
Solapur,Zaid,Black,49.0,34.0,57.0,7.83,26.32,70.22,88.91,Fodder
Nashik,Zaid,Loamy,70.0,39.0,56.0,6.74,29.65,37.44,92.44,Vegetables
Nashik,Rabi,Loamy,66.0,37.0,59.0,6.73,28.56,40.24,91.54,Gram
Pune,Kharif,Black,71.0,38.0,50.0,6.7,20.41,64.8,102.67,Rice
Pune,Kharif,Black,75.0,39.0,56.0,6.98,20.28,61.19,99.69,Rice
Nashik,Rabi,Loamy,70.0,37.0,58.0,6.99,30.42,41.74,96.72,Gram
Pune,Rabi,Black,73.0,42.0,51.0,7.28,20.92,56.34,126.09,Wheat
Pune,Rabi,Black,75.0,40.0,55.0,7.08,19.04,69.0,116.06,Wheat
Nashik,Rabi,Loamy,61.0,37.0,58.0,6.57,28.67,31.65,106.57,Gram
Solapur,Kharif,Black,58.0,33.0,59.0,7.69,29.19,70.73,93.83,Bajra
Pune,Zaid,Black,79.0,39.0,57.0,6.99,19.86,61.17,108.14,Vegetables
Solapur,Kharif,Black,58.0,33.0,60.0,7.93,29.44,64.99,74.35,Bajra
Solapur,Kharif,Black,55.0,32.0,61.0,7.84,28.17,74.7,93.31,Bajra
Solapur,Zaid,Black,52.0,34.0,60.0,7.45,28.41,68.59,88.08,Fodder
Solapur,Kharif,Black,53.0,33.0,59.0,7.46,26.54,75.58,77.76,Bajra
Nashik,Rabi,Loamy,68.0,39.0,56.0,6.65,28.45,43.29,85.89,Gram
Pune,Kharif,Black,75.0,43.0,57.0,7.23,21.04,66.69,110.66,Rice
Nashik,Rabi,Loamy,64.0,40.0,53.0,6.67,30.24,29.33,98.81,Gram
Solapur,Zaid,Black,54.0,33.0,63.0,7.48,27.04,63.3,82.32,Fodder
Pune,Kharif,Black,74.0,40.0,55.0,6.68,19.85,70.3,125.98,Rice
Nashik,Zaid,Loamy,62.0,39.0,57.0,6.47,28.88,32.78,105.95,Vegetables
Solapur,Zaid,Black,58.0,35.0,55.0,7.8,26.51,70.75,65.51,Fodder
Nashik,Rabi,Loamy,63.0,38.0,60.0,6.9,27.88,40.22,108.28,Gram
